lat,lon,temp,pressure,humidity,dew_point,uvi,clouds,wind_speed,wind_deg,wind_gust,probability,Power (W)
55.0,-2.5,281.74,1014,73,277.18,0.0,75,12.35,280,18.33,0.12945996,3480883.98
55.0,-2.0,282.65,1014,70,277.46,0.0,93,12.16,287,22.21,0.61794066,6192240.69
55.0,-1.5,283.33,1012,67,277.48,0.0,20,10.8,280,18.33,0.60235316,3480883.98
55.0,-1.0,283.64,1013,69,278.2,0.0,100,14.66,299,20.91,0.6152708,5167306.85
55.0,-0.5,283.71,1012,72,278.88,0.0,100,14.49,299,20.81,0.69672805,5093524.43
55.0,0.0,283.38,1012,72,278.56,0.0,100,15.74,301,21.81,0.60774136,5863664.99
55.0,0.5,283.71,1011,73,279.08,0.0,100,16.27,301,21.91,0.60772,5944691.01
55.0,1.0,283.71,1010,73,279.08,0.0,95,16.4,304,22.31,0.5251306,6276259.10
55.0,1.5,283.71,1009,70,278.47,0.0,100,18.09,305,23.61,0.58459955,7438581.31
55.0,2.0,281.74,1008,71,276.79,0.0,100,17.47,300,23.21,0.6432597,7066877.69
55.5,-8.0,283.18,1021,84,280.6,0.05,100,11.51,282,15.81,0.7579706,2233560.72
55.5,-7.5,284.15,1021,84,281.55,0.0,100,12.21,285,16.61,0.59487504,2590067.31
55.5,-7.0,283.22,1020,84,280.64,0.0,100,12.96,290,17.51,0.70194525,3034314.49
55.5,-6.5,283.22,1020,84,280.64,0.0,100,12.94,293,17.81,0.408641,3192963.19
55.5,-6.0,283.2,1019,84,280.62,0.0,100,13.74,295,18.61,0.5140183,3642849.86
55.5,-5.5,283.2,1019,87,281.14,0.0,75,10.29,290,18.33,0.6927361,3480883.98
55.5,-5.0,282.86,1017,77,279.03,0.0,100,11.92,294,19.31,0.6301547,4069574.23
55.5,-4.5,282.31,1017,71,277.33,0.0,20,13.38,290,18.33,0.5945037,3480883.98
55.5,-4.0,279.8,1016,85,277.46,0.0,100,11.64,291,21.01,0.59018165,5241798.36
55.5,-3.5,279.71,1015,81,276.69,0.0,100,11.88,296,23.01,0.60404426,6885762.02
55.5,-3.0,280.68,1013,66,274.75,0.0,100,12.28,296,24.61,0.63370836,8424361.49
55.5,-2.5,282.39,1013,63,275.72,0.0,100,10.05,290,21.41,0.5860806,5546923.23
55.5,-2.0,282.45,1012,68,276.85,0.0,100,11.52,292,22.41,0.5801095,6361034.09
55.5,-1.5,284.12,1011,58,276.19,0.0,75,10.8,270,15.95,0.65950143,2293423.27
55.5,-1.0,284.11,1012,69,278.65,0.0,100,16.55,297,22.11,0.39315987,6108975.47
55.5,-0.5,284.28,1011,71,279.23,0.0,100,16.23,300,21.41,0.5632746,5546923.23
55.5,0.0,282.0,1010,71,277.04,0.0,95,15.51,303,21.61,0.47844705,5703828.43
55.5,0.5,282.0,1010,67,276.22,0.0,96,17.89,306,24.21,0.29601914,8020224.43
55.5,1.0,281.75,1009,70,276.6,0.0,100,16.91,306,21.91,0.37166253,5944691.01
55.5,1.5,281.79,1008,69,276.43,0.0,100,17.53,309,23.91,0.46288636,7725754.11
55.5,2.0,281.64,1008,73,277.08,0.0,100,16.67,305,22.61,0.46155787,6532867.35
56.0,-8.0,283.21,1020,83,280.46,0.0,100,12.18,292,15.81,0.61948913,2233560.72
56.0,-7.5,282.19,1020,82,279.29,0.0,100,12.52,292,16.31,0.36579984,2452246.01
56.0,-7.0,282.19,1019,81,279.11,0.0,100,12.81,293,16.71,0.5708355,2637129.78
56.0,-6.5,283.22,1019,82,280.29,0.0,100,12.55,295,16.81,0.8549277,2684758.92
56.0,-6.0,283.22,1019,83,280.47,0.0,100,11.52,295,16.41,0.37371874,2497628.82
56.0,-5.5,280.61,1018,84,278.09,0.0,100,9.64,299,16.31,0.3986178,2452246.01
56.0,-5.0,281.76,1016,83,279.04,0.0,100,9.42,294,19.31,0.6092744,4069574.23
56.0,-4.5,281.45,1016,72,276.71,0.0,75,5.66,280,18.33,0.5703547,3480883.98
56.0,-4.0,281.74,1015,66,275.76,0.0,99,9.24,288,19.81,0.6100635,4393954.75
56.0,-3.5,282.83,1013,62,275.91,0.0,20,9.77,270,16.98,0.5119633,2767038.56
56.0,-3.0,282.8,1011,62,275.88,0.0,100,2.68,234,6.71,0.6274778,170753.54
56.0,-2.5,282.86,1012,69,277.45,0.0,100,14.64,284,20.31,0.40968174,4735130.18
56.0,-2.0,282.85,1011,70,277.65,0.0,100,16.07,296,21.11,0.355792,5317002.36
56.0,-1.5,284.28,1010,70,279.02,0.0,87,15.73,304,21.61,0.6329248,5703828.43
56.0,-1.0,281.96,1010,68,276.39,0.0,68,17.05,302,23.21,0.64211476,7066877.69
56.0,-0.5,281.88,1010,67,276.1,0.0,87,16.97,302,22.31,0.60080147,6276259.10
56.0,0.0,281.96,1009,63,275.31,0.0,97,17.17,304,21.91,0.5830561,5944691.01
56.0,0.5,281.63,1008,70,276.48,0.0,96,15.14,307,20.81,0.56037134,5093524.43
56.0,1.0,281.35,1008,70,276.21,0.0,100,18.49,308,24.91,0.56075335,8736215.45
56.0,1.5,281.45,1007,71,276.51,0.0,100,18.94,305,23.91,0.3142885,7725754.11
56.0,2.0,281.23,1006,73,276.69,0.0,71,18.46,306,23.91,0.5952039,7725754.11
56.5,-8.0,282.19,1019,81,279.11,0.0,100,12.75,293,16.71,0.62470305,2637129.78
56.5,-7.5,282.19,1019,81,279.11,0.0,100,12.87,294,16.41,0.43376598,2497628.82
56.5,-7.0,282.19,1017,76,278.19,0.0,40,10.29,310,18.33,0.5895187,3480883.98
56.5,-6.5,281.93,1018,79,278.49,0.0,100,12.1,301,16.41,0.6437428,2497628.82
56.5,-6.0,281.19,1017,83,278.48,0.0,100,6.69,293,14.41,0.46122727,1691196.60
56.5,-5.5,282.32,1017,71,277.34,0.0,75,11.32,290,18.33,0.44561955,3480883.98
56.5,-5.0,280.11,1016,85,277.77,0.0,100,10.32,292,18.21,0.46788892,3412966.23
56.5,-4.5,280.23,1015,81,277.2,0.0,98,12.85,295,22.11,0.39293844,6108975.47
56.5,-4.0,276.97,1013,76,273.14,0.0,99,8.23,295,21.51,0.5664953,5625011.11
56.5,-3.5,282.03,1012,72,277.26,0.0,100,9.2,296,21.51,0.5298925,5625011.11
56.5,-3.0,282.17,1011,66,276.16,0.0,20,7.72,280,18.33,0.5681897,3480883.98
56.5,-2.5,282.9,1011,61,275.75,0.0,83,12.76,295,19.41,0.5568948,4133127.09
56.5,-2.0,283.2,1011,64,276.71,0.0,73,13.43,290,17.91,0.2679775,3247049.51
56.5,-1.5,281.52,1010,67,275.76,0.0,62,13.24,297,17.91,0.36329266,3247049.51
56.5,-1.0,281.56,1009,63,274.93,0.0,94,16.74,304,22.51,0.43579125,6446569.04
56.5,-0.5,281.43,1009,66,275.46,0.0,86,17.9,304,24.01,0.46022567,7823095.53
56.5,0.0,281.2,1008,70,276.07,0.0,78,17.98,306,25.11,0.438656,8948336.17
56.5,0.5,281.02,1007,71,276.09,0.0,42,18.91,307,26.01,0.39903185,9945421.87
56.5,1.0,280.94,1006,73,276.41,0.0,40,18.65,305,25.91,0.5220475,9831151.58
56.5,1.5,280.77,1006,74,276.44,0.0,57,19.34,305,26.11,0.38879895,10060574.20
56.5,2.0,280.55,1005,75,276.42,0.0,79,19.45,306,26.41,0.62263405,10411357.44
57.0,-8.0,281.18,1018,79,277.76,0.0,100,12.69,298,16.41,0.630672,2497628.82
57.0,-7.5,281.05,1017,79,277.64,0.0,100,13.06,300,17.41,0.62901896,2982623.71
57.0,-7.0,281.81,1017,78,278.19,0.0,100,13.04,302,17.31,0.63115144,2931523.34
57.0,-6.5,279.32,1017,78,275.78,0.0,100,12.76,303,16.91,0.63677984,2732958.12
57.0,-6.0,279.27,1017,95,278.53,0.0,100,11.28,304,15.91,0.4057539,2276211.91
57.0,-5.5,278.48,1016,85,276.17,0.0,100,7.54,294,15.91,0.6375004,2276211.91
57.0,-5.0,279.08,1015,80,275.9,0.0,100,7.45,290,16.11,0.47556713,2363136.32
57.0,-4.5,278.2,1014,83,275.56,0.0,100,10.59,290,18.61,0.5820935,3642849.86
57.0,-4.0,277.0,1013,78,273.52,0.0,100,11.87,298,21.71,0.14142682,5783378.60
57.0,-3.5,277.55,1012,74,273.33,0.0,100,14.15,299,24.41,0.3923004,8220637.38
57.0,-3.0,276.64,1010,68,271.51,0.0,63,11.65,300,23.51,0.4149033,7344462.89
57.0,-2.5,279.55,1010,71,274.68,0.0,36,11.37,306,23.41,0.6088385,7251141.74
57.0,-2.0,280.79,1009,71,275.87,0.0,40,15.7,304,24.11,0.60617197,7921251.17
57.0,-1.5,280.8,1009,67,275.07,0.0,88,15.77,304,22.81,0.53279173,6707767.62
57.0,-1.0,280.81,1008,71,275.89,0.0,55,17.07,304,24.61,0.5991657,8424361.49
57.0,-0.5,280.7,1007,72,275.98,0.0,39,18.42,303,26.01,0.647252,9945421.87
57.0,0.0,280.57,1007,73,276.05,0.0,54,19.35,303,26.71,0.60863984,10770201.22
57.0,0.5,280.46,1006,74,276.14,0.0,68,19.64,303,26.81,0.662063,10891622.87
57.0,1.0,280.36,1005,75,276.23,0.0,87,20.2,304,27.11,0.5983106,11261356.47
57.0,1.5,280.28,1004,75,276.15,0.0,78,20.43,305,27.31,0.78565013,11512436.66
57.0,2.0,281.15,1003,76,277.18,0.0,69,20.44,306,28.31,0.25608802,12823948.38
57.5,-8.0,281.18,1017,75,277.02,0.0,100,13.03,298,16.41,0.5313813,2497628.82
57.5,-7.5,281.18,1016,81,278.12,0.0,75,9.77,290,18.33,0.72493243,3480883.98
57.5,-7.0,281.18,1016,76,277.21,0.0,100,13.41,300,17.21,0.6420196,2881009.99
57.5,-6.5,279.13,1015,82,276.3,0.0,100,8.05,359,12.52,0.534356,1109213.48
57.5,-6.0,280.18,1015,73,275.68,0.0,100,10.15,294,15.31,0.45408636,2028279.15
57.5,-5.5,277.31,1015,82,274.52,0.0,100,8.14,287,15.21,0.65473783,1988793.97
57.5,-5.0,276.8,1014,83,274.19,0.0,100,11.76,284,18.61,0.3867649,3642849.86
57.5,-4.5,279.9,1012,75,275.79,0.0,87,8.85,283,18.21,0.5708395,3412966.23
57.5,-4.0,280.01,1012,71,275.12,0.0,40,11.32,270,16.98,0.58928317,2767038.56
57.5,-3.5,278.22,1010,76,274.35,0.0,75,15.95,280,22.64,0.6569228,6558906.21
57.5,-3.0,278.92,1010,74,274.65,0.0,94,11.1,293,20.91,0.6308018,5167306.85
57.5,-2.5,279.1,1009,79,275.74,0.0,83,13.73,299,22.81,0.5024433,6707767.62
57.5,-2.0,279.39,1008,79,276.02,0.0,35,14.6,303,24.11,0.5706749,7921251.17
57.5,-1.5,279.69,1007,72,275.01,0.0,17,19.92,305,27.31,0.49721986,11512436.66
57.5,-1.0,280.25,1007,73,275.74,0.0,26,20.54,305,27.91,0.38362166,12288013.01
57.5,-0.5,280.19,1006,74,275.88,0.0,25,20.39,305,27.91,0.47414553,12288013.01
57.5,0.0,280.12,1005,74,275.81,0.0,24,20.95,305,27.81,0.7874391,12156403.86
57.5,0.5,280.1,1004,74,275.79,0.0,33,20.98,305,27.51,0.89051926,11767221.39
57.5,1.0,280.13,1003,74,275.82,0.0,46,20.63,304,27.31,0.7919643,11512436.66
57.5,1.5,279.82,1002,73,275.33,0.0,54,20.58,302,27.01,0.6622044,11137197.10
57.5,2.0,279.82,1001,74,275.52,0.0,74,20.0,301,26.31,0.34589216,10293538.60
58.0,-8.0,281.18,1015,71,276.25,0.0,100,13.43,302,16.81,0.57367104,2684758.92
58.0,-7.5,280.98,1015,74,276.64,0.0,100,13.47,300,16.91,0.6586582,2732958.12
58.0,-7.0,277.36,1014,78,273.87,0.0,100,10.69,298,16.01,0.6537574,2319402.65
58.0,-6.5,279.53,1014,74,275.24,0.0,100,10.01,292,16.51,0.5714071,2543568.12
58.0,-6.0,279.79,1014,75,275.68,0.0,100,12.56,292,17.11,0.45578825,2831080.26
58.0,-5.5,280.67,1014,77,276.9,0.0,100,12.81,291,17.51,0.5772299,3034314.49
58.0,-5.0,277.96,1013,81,274.98,0.0,100,10.51,289,18.01,0.65716976,3301743.20
58.0,-4.5,278.71,1011,80,275.54,0.0,78,11.74,294,20.31,0.5847723,4735130.18
58.0,-4.0,280.09,1010,74,275.78,0.0,72,13.02,298,21.91,0.6486899,5944691.01
58.0,-3.5,280.1,1010,71,275.21,0.0,62,16.41,296,24.01,0.31878522,7823095.53
58.0,-3.0,279.86,1009,72,275.18,0.0,67,16.62,297,24.11,0.6401446,7921251.17
58.0,-2.5,279.91,1008,73,275.42,0.0,70,17.85,298,25.11,0.6532184,8948336.17
58.0,-2.0,279.82,1007,74,275.52,0.0,96,18.99,298,25.71,0.5035688,9605243.59
58.0,-1.5,279.82,1006,75,275.71,0.0,76,19.37,299,25.31,0.51782495,9163863.02
58.0,-1.0,279.83,1006,75,275.72,0.0,67,19.92,299,25.61,0.43621084,9493599.11
58.0,-0.5,279.81,1004,75,275.7,0.0,59,20.36,299,26.31,0.34638998,10293538.60
58.0,0.0,279.8,1003,73,275.31,0.0,56,20.73,299,26.91,0.3771576,11013953.70
58.0,0.5,279.84,1002,73,275.35,0.0,62,21.02,300,26.71,0.4610085,10770201.22
58.0,1.0,281.15,1001,73,276.61,0.0,55,21.09,301,26.11,0.610452,10060574.20
58.0,1.5,281.15,1001,74,276.8,0.0,51,20.95,302,25.71,0.5707142,9605243.59
58.0,2.0,281.15,1000,74,276.8,0.0,35,20.8,302,25.31,0.5065173,9163863.02
58.5,-8.0,280.94,1014,71,276.02,0.0,100,14.37,298,17.31,0.39741787,2931523.34
58.5,-7.5,279.82,1013,74,275.52,0.0,100,14.24,298,17.91,0.48856747,3247049.51
58.5,-7.0,279.81,1013,77,276.07,0.0,100,13.79,299,17.91,0.7498547,3247049.51
58.5,-6.5,279.81,1013,80,276.61,0.0,100,14.03,303,18.91,0.42356494,3821877.30
58.5,-6.0,279.97,1012,75,275.85,0.0,99,15.54,305,20.51,0.5675249,4876397.89
58.5,-5.5,280.45,1012,76,276.51,0.0,100,15.2,302,20.51,0.5909315,4876397.89
58.5,-5.0,280.25,1012,77,276.5,0.0,100,13.01,297,19.81,0.63495684,4393954.75
58.5,-4.5,279.8,1011,77,276.06,0.0,100,15.28,297,22.21,0.5947541,6192240.69
58.5,-4.0,278.42,1010,77,274.72,0.0,86,14.53,299,22.01,0.5781287,6026460.03
58.5,-3.5,279.1,1008,78,275.56,0.0,87,14.71,300,22.91,0.54470444,6796376.36
58.5,-3.0,279.39,1007,75,275.29,0.0,40,13.38,290,18.33,0.72774035,3480883.98
58.5,-2.5,279.39,1007,74,275.11,0.0,83,19.3,303,25.21,0.6628398,9055672.13
58.5,-2.0,279.39,1006,73,274.92,0.0,48,19.91,301,26.21,0.6318731,10176611.99
58.5,-1.5,279.45,1005,72,274.78,0.0,20,20.68,299,26.61,0.5463291,10649685.36
58.5,-1.0,279.49,1004,72,274.82,0.0,36,20.89,299,25.91,0.5852286,9831151.58
58.5,-0.5,279.49,1003,73,275.01,0.0,39,20.84,301,24.91,0.32481048,8736215.45
58.5,0.0,279.5,1002,74,275.21,0.0,38,20.7,301,24.21,0.5509217,8020224.43
58.5,0.5,279.5,1001,75,275.4,0.0,19,20.81,299,24.01,0.5451539,7823095.53
58.5,1.0,281.15,1000,76,277.18,0.0,11,20.61,300,23.81,0.5947324,7629223.53
58.5,1.5,281.15,999,77,277.37,0.0,11,20.2,301,23.71,0.5378735,7533500.39
58.5,2.0,281.15,999,66,275.19,0.0,75,28.81,300,34.47,0.54406863,23148667.85
59.0,-8.0,280.64,1012,64,274.28,0.0,100,14.65,306,18.41,0.40048882,3526659.40
59.0,-7.5,280.4,1012,66,274.48,0.0,96,15.09,308,19.31,0.63135505,4069574.23
59.0,-7.0,280.39,1012,71,275.49,0.0,100,15.5,304,19.91,0.68277717,4460832.68
59.0,-6.5,280.2,1011,72,275.5,0.0,99,15.45,306,20.11,0.37405822,4596617.49
59.0,-6.0,279.93,1011,73,275.44,0.0,84,16.01,307,20.51,0.5699449,4876397.89
59.0,-5.5,279.72,1010,74,275.42,0.0,64,16.34,306,21.11,0.54973596,5317002.36
59.0,-5.0,279.55,1010,74,275.26,0.0,91,16.38,308,21.31,0.59765047,5469561.40
59.0,-4.5,279.38,1009,73,274.91,0.0,88,17.25,306,22.11,0.6020457,6108975.47
59.0,-4.0,279.23,1008,73,274.76,0.0,81,18.42,303,23.41,0.60172105,7251141.74
59.0,-3.5,279.23,1007,74,274.95,0.0,74,19.23,302,23.81,0.5730678,7629223.53
59.0,-3.0,279.05,1006,70,274.0,0.0,75,14.4,300,18.33,0.6510722,3480883.98
59.0,-2.5,279.23,1005,76,275.32,0.0,30,18.85,303,23.01,0.64560455,6885762.02
59.0,-2.0,279.23,1004,77,275.51,0.0,37,19.05,302,23.11,0.6739662,6975928.00
59.0,-1.5,279.07,1003,79,275.71,0.0,38,19.47,302,23.31,0.6387909,7158614.47
59.0,-1.0,279.05,1002,79,275.69,0.0,33,19.91,304,23.51,0.33530092,7344462.89
59.0,-0.5,279.09,1001,80,275.91,0.0,33,20.19,303,23.61,0.61705905,7438581.31
59.0,0.0,279.16,1000,80,275.98,0.0,33,19.67,301,23.11,0.62241554,6975928.00
59.0,0.5,279.23,999,80,276.04,0.0,32,19.68,299,23.41,0.53924346,7251141.74
59.0,1.0,279.43,998,80,276.24,0.0,39,19.59,300,23.11,0.610619,6975928.00
59.0,1.5,279.44,997,81,276.42,0.0,36,19.36,300,22.51,0.5640917,6446569.04
59.0,2.0,279.15,996,81,276.14,0.0,36,19.02,300,21.91,0.54940325,5944691.01
59.5,-8.0,280.21,1011,63,273.65,0.0,100,15.09,308,18.91,0.64295214,3821877.30
59.5,-7.5,280.0,1011,64,273.67,0.0,100,15.93,307,19.51,0.6109034,4197338.18
59.5,-7.0,279.73,1010,66,273.84,0.0,96,16.38,306,20.01,0.40429705,4528385.79
59.5,-6.5,279.56,1010,65,273.47,0.0,87,16.16,310,19.81,0.5837749,4393954.75
59.5,-6.0,279.38,1009,66,273.51,0.0,80,16.28,314,20.21,0.51738924,4665531.15
59.5,-5.5,279.21,1009,69,273.96,0.0,69,16.38,312,20.31,0.55175394,4735130.18
59.5,-5.0,278.93,1008,69,273.69,0.0,66,16.74,316,19.81,0.6494977,4393954.75
59.5,-4.5,278.96,1007,72,274.31,0.0,48,16.96,320,20.11,0.4877633,4596617.49
59.5,-4.0,278.89,1007,74,274.62,0.0,45,17.68,315,21.21,0.65575284,5392922.25
59.5,-3.5,279.23,1006,74,274.95,0.0,45,18.44,308,22.31,0.34986818,6276259.10
59.5,-3.0,279.23,1004,74,274.95,0.0,39,18.97,306,22.41,0.56577045,6361034.09
59.5,-2.5,279.23,1003,74,274.95,0.0,23,19.23,305,22.81,0.423101,6707767.62
59.5,-2.0,279.16,1002,75,275.07,0.0,25,19.04,305,22.71,0.6296629,6619932.42
59.5,-1.5,279.16,1001,76,275.26,0.0,14,18.64,306,22.41,0.6556557,6361034.09
59.5,-1.0,279.16,1000,77,275.44,0.0,27,19.27,306,22.21,0.68660307,6192240.69
59.5,-0.5,279.16,999,77,275.44,0.0,22,18.14,307,21.81,0.3833673,5863664.99
59.5,0.0,279.45,998,76,275.54,0.0,35,17.84,309,22.01,0.7414982,6026460.03
59.5,0.5,279.61,997,76,275.69,0.0,47,17.23,310,21.41,0.5761413,5546923.23
59.5,1.0,279.15,996,78,275.61,0.0,55,16.77,312,21.21,0.7284857,5392922.25
59.5,1.5,279.15,995,79,275.79,0.0,56,16.84,310,21.41,0.5362775,5546923.23
59.5,2.0,279.15,995,81,276.14,0.0,75,21.61,320,18.33,0.33844846,3480883.98
60.0,-8.0,279.18,1010,67,273.52,0.0,91,14.19,314,18.21,0.780282,3412966.23
60.0,-7.5,279.1,1010,63,272.67,0.0,89,15.47,314,19.91,0.33163613,4460832.68
60.0,-7.0,278.89,1010,64,272.68,0.0,83,15.75,316,20.01,0.77013916,4528385.79
60.0,-6.5,278.5,1009,66,272.73,0.0,74,14.76,318,18.01,0.5231774,3301743.20
60.0,-6.0,278.23,1008,65,272.31,0.0,84,15.02,317,17.51,0.4703404,3034314.49
60.0,-5.5,278.35,1008,63,272.04,0.0,79,16.34,316,18.91,0.48106918,3821877.30
60.0,-5.0,278.31,1007,63,272.0,0.0,79,17.33,320,20.01,0.5119309,4528385.79
60.0,-4.5,278.24,1006,70,273.23,0.0,70,18.1,318,21.51,0.752869,5625011.11
60.0,-4.0,278.48,1005,77,274.78,0.0,36,18.62,312,22.11,0.6490122,6108975.47
60.0,-3.5,278.62,1004,78,275.1,0.0,32,19.19,310,22.61,0.7152679,6532867.35
60.0,-3.0,278.62,1003,78,275.1,0.0,15,19.86,309,23.21,0.5011205,7066877.69
60.0,-2.5,279.16,1002,78,275.62,0.0,31,19.96,307,23.71,0.6654575,7533500.39
60.0,-2.0,279.16,1001,77,275.44,0.0,49,19.26,305,23.01,0.43266737,6885762.02
60.0,-1.5,279.16,1000,70,274.11,0.0,90,16.46,310,18.33,0.47924122,3480883.98
60.0,-1.0,279.16,999,76,275.26,0.0,32,18.08,305,21.01,0.70169294,5241798.36
60.0,-0.5,279.16,998,77,275.44,0.0,47,18.16,308,20.91,0.45469067,5167306.85
60.0,0.0,278.88,997,80,275.7,0.0,50,17.97,306,21.21,0.3357419,5392922.25
60.0,0.5,278.92,996,79,275.57,0.0,58,17.73,308,21.41,0.4476835,5546923.23
60.0,1.0,279.02,995,79,275.66,0.0,65,17.5,311,21.71,0.61443764,5783378.60
60.0,1.5,279.15,994,78,275.61,0.0,67,17.95,312,22.61,0.62627786,6532867.35
60.0,2.0,279.15,994,78,275.61,0.0,28,18.63,310,23.41,0.6710578,7251141.74